id,created_at,sid,developer,development,has_maid_room,has_air_conditioning,has_balcony_terrace,has_built_in_wadrobes,has_walk_in_closet,has_health_care_center,has_kids_play_area,has_laundry,has_sauna,has_spa,has_indoor_pool,has_lobby_reception,has_concierge,has_prayer_room,has_parking,garden,has_shared_pool,has_landmark_views,has_tennis_court,has_running_track,has_garden,has_outdoor_dining,has_outdoor_gymnasium,has_bbq_area,is_pet_friendly,property_name
142,2024-03-15 19:42:01.237834+00,DASafDu1000142,DAMAC,Business Bay,true,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,false,,,false,true,Safa Two
143,2024-03-15 19:42:01.237834+00,DAUtoDu1000143,DAMAC,Damac Hills,true,,true,,true,false,true,,true,true,false,,true,,true,,true,,true,true,true,,,true,true,Utopia
144,2024-03-15 19:42:01.237834+00,DAVolDu1000144,DAMAC,Business Bay,false,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,false,,,false,true,Volta Tower
145,2024-03-15 19:42:01.237834+00,AZAmbDu1000145,AZIZI,Jebel Ali Village,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Amber By Azizi
146,2024-03-15 19:42:01.237834+00,AZAriDu1000146,AZIZI,Jebel Ali Freezone Extension,false,,true,,false,false,false,,false,false,false,,false,,true,,true,,false,false,false,,,false,true,Arian
147,2024-03-15 19:42:01.237834+00,AZAziDu1000147,AZIZI,Jebel Ali Village,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Jewel
148,2024-03-15 19:42:01.237834+00,AZAziDu1000148,AZIZI,Jebel Ali Village,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Neila
149,2024-03-15 19:42:01.237834+00,AZAziDu1000149,AZIZI,Jumeirah Village Triangle,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Ruby
150,2024-03-15 19:42:01.237834+00,AZAziDu1000150,AZIZI,Dubai South,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Venice
151,2024-03-15 19:42:01.237834+00,AZAziDu1000151,AZIZI,Dubai Islands,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Wasel
152,2024-03-15 19:42:01.237834+00,AZAziDu1000152,AZIZI,Jebel Ali Village,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Zain
153,2024-03-15 19:42:01.237834+00,AZBeaDu1000153,AZIZI,Dubai Studio City,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Beach Oasis
154,2024-03-15 19:42:01.237834+00,AZCenDu1000154,AZIZI,Al Furjan,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Central
155,2024-03-15 19:42:01.237834+00,AZCreDu1000155,AZIZI,Al Jaddaf,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Creek Views 2
156,2024-03-15 19:42:01.237834+00,AZCreDu1000156,AZIZI,Al Jaddaf,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Creek Views 3
157,2024-03-15 19:42:01.237834+00,AZAziDu1000157,AZIZI,Dubai Sports City,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Grand
158,2024-03-15 19:42:01.237834+00,AZMonDu1000158,AZIZI,Dubai South,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Monaco Mansions
159,2024-03-15 19:42:01.237834+00,AZRivDu1000159,AZIZI,Meydan One,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Riviera
160,2024-03-15 19:42:01.237834+00,AZAziDu1000160,AZIZI,Dubai Studio City,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Azizi Vista
161,2024-03-15 19:42:01.237834+00,EMAeoDu1000161,EMAAR,Dubai Creek Harbour,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Aeon
162,2024-03-15 19:42:01.237834+00,EMAnyDu1000162,EMAAR,Arabian Ranches 3,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Anya 2
163,2024-03-15 19:42:01.237834+00,EMBayDu1000163,EMAAR,Dubai Harbour,false,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,false,,,false,true,Bayview By Address
164,2024-03-15 19:42:01.237834+00,EMCreDu1000164,EMAAR,Dubai Creek Harbour,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,true,false,,,true,true,Creek Beach Savanna
165,2024-03-15 19:42:01.237834+00,EMCreDu1000165,EMAAR,Dubai Creek Harbour,false,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,false,,,false,true,Creek Palace Residences
166,2024-03-15 19:42:01.237834+00,EMGolDu1000166,EMAAR,Emaar South,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,true,true,true,,,false,true,Golf Edge
167,2024-03-15 19:42:01.237834+00,EMGolDu1000167,EMAAR,Emaar South,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,true,true,true,,,false,true,Golf Point
168,2024-03-15 19:42:01.237834+00,EMGreDu1000168,EMAAR,Emaar South,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,true,true,true,,,false,true,Greenspoint
169,2024-03-15 19:42:01.237834+00,EMGreDu1000169,EMAAR,Emaar South,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,true,true,true,,,false,true,Greenville 2
170,2024-03-15 19:42:01.237834+00,EMMarDu1000170,EMAAR,Mina Rashid,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Marina Place 2
171,2024-03-15 19:42:01.237834+00,EMMooDu1000171,EMAAR,Dubai Creek Harbour,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Moor
172,2024-03-15 19:42:01.237834+00,EMOceDu1000172,EMAAR,Mina Rashid,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Ocean Cove
173,2024-03-15 19:42:01.237834+00,EMOriDu1000173,EMAAR,Dubai Creek Harbour,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Oria
174,2024-03-15 19:42:01.237834+00,EMParDu1000174,EMAAR,Dubai Hills,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Parkside Views
175,2024-03-15 19:42:01.237834+00,EMParDu1000175,EMAAR,Dubai Hills,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Parkwood
176,2024-03-15 19:42:01.237834+00,EMPieDu1000176,EMAAR,Mina Rashid,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Pier Point
177,2024-03-15 19:42:01.237834+00,EMPorDu1000177,EMAAR,Mina Rashid,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Porto View
178,2024-03-15 19:42:01.237834+00,EMSeaDu1000178,EMAAR,Dubai Harbour,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Seapoint
179,2024-03-15 19:42:01.237834+00,EMTheDu1000179,EMAAR,Dubai Harbour,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,The Bristol
180,2024-03-15 19:42:01.237834+00,EMValDu1000180,EMAAR,Dubai Creek Harbour,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Valo
181,2024-03-15 19:42:01.237834+00,OMAnwDu1000181,OMNIYAT,Maritime City,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Anwa Aria
182,2024-03-15 19:42:01.237834+00,OMSarDu1000182,OMNIYAT,Maritime City,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Saria
183,2024-03-15 19:42:01.237834+00,OMSenDu1000183,OMNIYAT,Maritime City,false,,true,,false,false,true,,false,false,false,,false,,true,,true,,false,false,true,,,false,true,Sensia
184,2024-03-15 19:42:01.237834+00,OMAlbDu1000184,OMNIYAT,Palm Jumeirah,false,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,true,,,false,true,Alba Dorchester Collection
185,2024-03-15 19:42:01.237834+00,OMOrlDu1000185,OMNIYAT,Palm Jumeirah,false,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,true,,,false,true,Orla Dorchester Collection
186,2024-03-15 19:42:01.237834+00,OMVelDu1000186,OMNIYAT,Business Bay,false,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,true,,,false,true,Vela Dorchester Collection
187,2024-03-15 19:42:01.237834+00,OMVelDu1000187,OMNIYAT,Business Bay,false,,true,,true,false,true,,true,true,true,,true,,true,,true,,false,false,true,,,false,true,Vela Viento
188,2025-04-13 19:42:01.237834+00,MaMecDu1000188,MARDI,Mardi Aquapark Residences & Resort,false,,true,,false,false,true,,false,true,true,,true,,true,,true,,false,false,false,,,false,false,"Mecure Hotel Aquapark "
189,2025-04-13 19:42:01.237834+00,MaMarDu1000189,MARDI,Mardi Aquapark Residences & Resort,false,,true,,false,true,true,,true,true,true,,true,,true,,true,,true,true,true,,,true,true,Mardi Aquapark Residences
190,2025-04-13 19:42:01.237834+00,MaBatDu1000190,MARDI,Batumi Hills,false,,true,,false,true,true,,true,true,false,,true,,true,,true,,true,true,true,,,false,true,Batumi Hills Handwritten Collection
191,2025-04-13 19:42:01.237834+00,MaNovDu1000190,MARDI,Novotel Living,false,,true,,false,false,true,,true,true,false,,true,,true,,true,,false,false,true,,,false,false,Novotel Living
192,2024-05-15 18:42:01.237834+00,EMEmaDu1000192,EMAAR,Dubai Investment Park,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,,true,true,true,true,true,true,true,true,true,Grand Polo Club and Resort
193,2024-05-15 18:42:01.237834+00,REBraAb1000193,REPORTAGE,Al Raha Beach,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,,true,true,false,false,true,false,false,false,false,Brabus Island
194,2024-05-15 18:42:01.237834+00,SOSobUm1000194,SOBHA,Downtown Umm Al Quwain,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,true,true,true,true,true,true,true,false,true,Sobha Aquamont
195,2024-05-15 18:42:01.237834+00,SOSobDu1000195,SOBHA,Jumeirah Lakes Towers,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,true,true,true,true,true,true,true,false,false,Sobha Central
196,2024-05-15 18:42:01.237834+00,MEJumDu1000196,MERAAS,Jumeirah,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,true,true,true,true,true,true,false,true,true,Jumeirah Asora Bay
197,2024-05-15 18:42:01.237834+00,MEAteDu1000197,MERAAS,Dubai Design District,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,,true,true,true,true,true,true,false,false,false,Atelis at D3
198,2024-05-15 18:42:01.237834+00,MEJumDu1000198,MERAAS,Dubai Financial Centre,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,,true,true,true,false,false,true,false,false,false,Jumeirah Residences Emirates Towers
199,2024-05-15 18:42:01.237834+00,SAIbiDu1000199,SAMANA,Dubai Land,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,,true,true,false,false,true,false,false,false,true,Samana Ibiza
200,2024-05-15 18:42:01.237834+00,SABarDu1000200,SAMANA,Marjan,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,,true,true,false,false,true,false,false,false,true,Barari Views
201,2024-05-15 18:42:01.237834+00,SAResDu1000201,SAMANA,Dubai Production City,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,,true,true,false,true,true,true,true,true,true,Samana Resorts
202,2024-05-15 18:42:01.237834+00,SABarDu1000202,SAMANA,Marjan,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,,true,true,false,false,true,false,true,false,true,Barari Heights
203,2024-05-15 18:42:01.237834+00,SAParDu1000203,SAMANA,Dubai Land,false,true,true,true,false,false,true,false,true,false,true,true,false,true,true,,true,true,false,false,true,false,false,false,true,Samana Parkville
204,2024-05-15 18:42:01.237834+00,SABarDu1000204,SAMANA,Marjan,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,,true,true,false,false,true,false,false,false,true,Barari Twin Towers
205,2024-05-15 18:42:01.237834+00,SARomDu1000205,SAMANA,Mohammed Bin Rashid City,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,,true,true,false,true,true,false,true,false,true,Samana Rome
