id,created_at,sid,property_name,location,latitude,longitude,nearby_hospitals,nearby_schools,nearby_landmarks
64,2025-01-12 17:45:05.835412+00,ElOasDu1000064,Oasis 2,"Silicon Oasis, Dubai",25.12712353,55.36737603,Mediclinic City Hospital (4.5km) || Iranian Hospital (5.2km) || Al Zahra Hospital (5.8km) (5.6km) || 5-10km: Saudi German Hospital (6.77km) || Dubai Hospital (6.77km) || NMC Royal Hospital (7.23km) || Al Zahra Hospital (7.31km) || Medcare Hospital (7.31km) || Mediclinic City Hospital (7.66km) || Aster Hospital (8.15km) || Iranian Hospital Dubai (8.82km) || Rashid Hospital (8.82km) (6.9km) || 5-10km: Saudi German Hospital (6.64km) || Dubai Hospital (6.64km) || NMC Royal Hospital (7.06km) || Al Zahra Hospital (7.44km) || Medcare Hospital (7.44km) || Mediclinic City Hospital (7.79km) || Aster Hospital (7.96km) || Iranian Hospital Dubai (8.87km) || Rashid Hospital (8.87km) (6.9km),Repton School Dubai (3.5km) || GEMS Wellington Academy (4.2km) || Kings School Dubai (4.8km) (5.6km) || Hartland International School (0.29km) || 5-10km: Dubai International School (6.77km) || GEMS Modern Academy (6.77km) || Kings School Dubai (7.3km) || GEMS Wellington International School (7.8km) || Repton School Dubai (7.8km) || Dubai English Speaking School (8.89km) (6.9km) || Hartland International School (0.0km) || 5-10km: Dubai International School (6.64km) || GEMS Modern Academy (6.64km) || Kings School Dubai (7.44km) || GEMS Wellington International School (7.92km) || Repton School Dubai (7.92km) || Dubai English Speaking School (8.9km) (6.9km),Meydan Racecourse (2.5km) || Nad Al Sheba Sports Complex (2.0km) || Meydan One Mall (3.5km) (5.6km) || 5-10km: Dubai Opera (5.49km) || Dubai Mall (5.67km) || Burj Khalifa (5.67km) || Dubai Festival City Mall (5.68km) || Dubai Creek (6.37km) || Dubai Frame (6.98km) (6.9km) || 5-10km: Dubai Festival City Mall (5.42km) || Dubai Opera (5.66km) || Dubai Mall (5.82km) || Burj Khalifa (5.82km) || Dubai Creek (6.49km) || Dubai Frame (6.91km) (6.9km)
65,2025-01-12 17:45:05.835412+00,ElArbDu1000065,Arbor View,"Arjan, Dubai",25.0643217,55.23002932,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (6.5km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (8.1km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (8.4km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (6.5km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (8.1km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (8.4km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (6.5km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (8.1km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (8.4km)
66,2025-01-12 17:45:05.835412+00,ElBeaDu1000066,Beach House,"Palm Jumeirah, Dubai",25.14017565,55.14110734,Saudi German Hospital Marina (3.5km) || Kings College Hospital (4.2km) || NMC Royal Hospital Dubai (5.1km) (3.3km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (5.4km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (5.5km),Regent International School (4.1km) || Dubai College (5.2km) || GEMS Wellington Academy (5.5km) (3.3km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (5.4km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (5.5km),Atlantis The Palm (2.0km) || The Pointe (1.5km) || Palm West Beach (1.0km) || Nakheel Mall (2.5km) (3.3km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (5.4km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (5.5km)
67,2025-01-12 17:45:05.835412+00,ElCalDu1000067,Cala Del Mar,"Ras Al Khaimah, Dubai",25.68882164,55.73165251,RAK Hospital (2.5km) || Ibrahim Bin Hamad Obaidullah Hospital (2.5km) || Saudi German Hospital RAK (2.5km) (11.5km) || Umm Al Quwain Hospital (3.5km) || Sheikh Khalifa General Hospital (5.2km) || UAQ Specialized Dental Center (4.1km) (14.0km) || Al Qassimi Hospital (2.5km) || Zulekha Hospital Sharjah (2.5km) || NMC Royal Hospital Sharjah (2.5km) (45.3km),RAK Academy (2.5km) || GEMS Westminster School RAK (2.5km) || Indian Public School (2.5km) (11.5km) || Emirates National School UAQ (3.2km) || Dubai Modern Education School (4.5km) || UAQ Indian School (5.1km) (14.0km) || Sharjah English School (2.5km) || GEMS Millennium School Sharjah (2.5km) || Victoria International School (2.5km) (45.3km),Al Marjan Island (2.5km) || RAK Mall (2.5km) || Hayat Island Beach (2.5km) (11.5km) || Dreamland Aqua Park (2.5km) || UAQ Marine Club (3.0km) || Umm Al Quwain Beach (1.5km) (14.0km) || Sharjah Corniche (2.5km) || Al Majaz Waterfront (2.5km) || Sharjah Aquarium (2.5km) (45.3km)
68,2025-01-12 17:45:05.835412+00,ElEllDu1000068,Ellignton Cove,"Dubai Island, Dubai",25.29572198,55.29274099,Canadian Specialist Hospital (4.94km) || 5-10km: Aster Hospital (6.59km) || NMC Royal Hospital (7.3km) || Saudi German Hospital (7.58km) || Dubai Hospital (7.58km) || Iranian Hospital Dubai (8.86km) || Rashid Hospital (8.86km) (1.5km) || Iranian Hospital Dubai (0.67km) || Rashid Hospital (0.67km) || Al Zahra Hospital (2.24km) || Medcare Hospital (2.24km) || Mediclinic City Hospital (2.29km) || 5-10km: Saudi German Hospital (5.72km) || Dubai Hospital (5.72km) || NMC Royal Hospital (6.84km) || Aster Hospital (7.44km) || Canadian Specialist Hospital (9.08km) (8.1km) || Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km) (12.1km),5-10km: Dubai International School (7.58km) || GEMS Modern Academy (7.58km) || Dubai English Speaking School (7.92km) (1.5km) || Dubai English Speaking School (1.65km) || GEMS Wellington International School (1.99km) || Repton School Dubai (1.99km) || Kings School Dubai (2.48km) || 5-10km: Dubai International School (5.72km) || GEMS Modern Academy (5.72km) || Hartland International School (8.88km) (8.1km) || Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km) (12.1km),Gold Souk (2.11km) || 5-10km: Dubai Frame (7.72km) (1.5km) || Dubai Creek (2.89km) || Dubai Mall (3.81km) || Burj Khalifa (3.81km) || Dubai Frame (4.1km) || Dubai Opera (4.28km) || 5-10km: Gold Souk (7.42km) || Dubai Festival City Mall (8.99km) (8.1km) || Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km) (12.1km)
69,2025-01-12 17:45:05.835412+00,ElHouDu1000069,House IV,"Dubai Hills, Dubai",25.11952753,55.2579441,5-10km: Al Zahra Hospital (6.11km) || Medcare Hospital (6.11km) || Mediclinic City Hospital (6.21km) || Iranian Hospital Dubai (8.69km) || Rashid Hospital (8.69km) || Saudi German Hospital (9.53km) || Dubai Hospital (9.53km) (4.9km) || Mediclinic City Hospital (4.5km) || Iranian Hospital (5.2km) || Al Zahra Hospital (5.8km) (5.8km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (6.4km),5-10km: Hartland International School (5.19km) || Kings School Dubai (5.92km) || GEMS Wellington International School (6.49km) || Repton School Dubai (6.49km) || Dubai English Speaking School (9.26km) || Dubai International School (9.53km) || GEMS Modern Academy (9.53km) (4.9km) || Repton School Dubai (3.5km) || GEMS Wellington Academy (4.2km) || Kings School Dubai (4.8km) (5.8km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (6.4km),Dubai Opera (4.05km) || Dubai Mall (4.54km) || Burj Khalifa (4.54km) || 5-10km: Dubai Creek (5.45km) || Dubai Frame (8.87km) || Mall of Emirates (9.3km) || Dubai Festival City Mall (9.98km) (4.9km) || Meydan Racecourse (2.5km) || Nad Al Sheba Sports Complex (2.0km) || Meydan One Mall (3.5km) (5.8km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (6.4km)
70,2025-01-12 17:45:05.835412+00,ElMerDu1000070,Mercer House,"JLT, Dubai",25.06200836,55.13932085,Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (1.2km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (3.3km) || Saudi German Hospital Marina (3.5km) || Kings College Hospital (4.2km) || NMC Royal Hospital Dubai (5.1km) (5.5km),Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (1.2km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (3.3km) || Regent International School (4.1km) || Dubai College (5.2km) || GEMS Wellington Academy (5.5km) (5.5km),JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (1.2km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (3.3km) || Atlantis The Palm (2.0km) || The Pointe (1.5km) || Palm West Beach (1.0km) || Nakheel Mall (2.5km) (5.5km)
71,2025-01-12 17:45:05.835412+00,ElOceDu1000071,Ocean House,"Palm Jumeirah, Dubai",25.13340673,55.15183725,Saudi German Hospital Marina (3.5km) || Kings College Hospital (4.2km) || NMC Royal Hospital Dubai (5.1km) (2.5km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (4.4km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (4.7km),Regent International School (4.1km) || Dubai College (5.2km) || GEMS Wellington Academy (5.5km) (2.5km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (4.4km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (4.7km),Atlantis The Palm (2.0km) || The Pointe (1.5km) || Palm West Beach (1.0km) || Nakheel Mall (2.5km) (2.5km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (4.4km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (4.7km)
72,2025-01-12 17:45:05.835412+00,ElOneDu1000072,One Rive Point,"Business Bay, Dubai",25.1818922,55.26106908,Al Zahra Hospital (3.11km) || Medcare Hospital (3.11km) || Mediclinic City Hospital (3.13km) || 5-10km: Iranian Hospital Dubai (5.82km) || Rashid Hospital (5.82km) || Saudi German Hospital (8.02km) || Dubai Hospital (8.02km) || NMC Royal Hospital (9.09km) (0.5km) || 5-10km: Al Zahra Hospital (6.11km) || Medcare Hospital (6.11km) || Mediclinic City Hospital (6.21km) || Iranian Hospital Dubai (8.69km) || Rashid Hospital (8.69km) || Saudi German Hospital (9.53km) || Dubai Hospital (9.53km) (3.5km) || Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km) (3.6km),Kings School Dubai (2.89km) || GEMS Wellington International School (3.43km) || Repton School Dubai (3.43km) || 5-10km: Hartland International School (6.27km) || Dubai English Speaking School (6.54km) || Dubai International School (8.02km) || GEMS Modern Academy (8.02km) (0.5km) || 5-10km: Hartland International School (5.19km) || Kings School Dubai (5.92km) || GEMS Wellington International School (6.49km) || Repton School Dubai (6.49km) || Dubai English Speaking School (9.26km) || Dubai International School (9.53km) || GEMS Modern Academy (9.53km) (3.5km) || Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km) (3.6km),Dubai Opera (1.53km) || Dubai Mall (1.97km) || Burj Khalifa (1.97km) || Dubai Creek (2.68km) || 5-10km: Dubai Frame (6.92km) || Dubai Festival City Mall (9.59km) || Mall of Emirates (9.61km) (0.5km) || Dubai Opera (4.05km) || Dubai Mall (4.54km) || Burj Khalifa (4.54km) || 5-10km: Dubai Creek (5.45km) || Dubai Frame (8.87km) || Mall of Emirates (9.3km) || Dubai Festival City Mall (9.98km) (3.5km) || Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km) (3.6km)
73,2025-01-12 17:45:05.835412+00,ElPalDu1000073,Palm Jumeirah Villas,"Palm Jumeirah, Dubai",25.12426087,55.13476369,Saudi German Hospital Marina (3.5km) || Kings College Hospital (4.2km) || NMC Royal Hospital Dubai (5.1km) (1.9km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (3.7km) || Saudi German Hospital (2.5km) || Mediclinic Jumeirah (3.1km) || Iranian Hospital Dubai (3.8km) (6.1km),Regent International School (4.1km) || Dubai College (5.2km) || GEMS Wellington Academy (5.5km) (1.9km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (3.7km) || Jumeirah College (1.8km) || Dubai College (2.5km) || American School of Dubai (3.2km) (6.1km),Atlantis The Palm (2.0km) || The Pointe (1.5km) || Palm West Beach (1.0km) || Nakheel Mall (2.5km) (1.9km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (3.7km) || Madinat Jumeirah (1.2km) || Wild Wadi Waterpark (1.5km) || Burj Al Arab (2.0km) (6.1km)
74,2025-01-12 17:45:05.835412+00,ElPlaDu1000074,Playa Del Sol,"Al Marjan, Dubai",25.68124619,55.74043749,RAK Hospital (2.5km) || Ibrahim Bin Hamad Obaidullah Hospital (2.5km) || Saudi German Hospital RAK (2.5km) (10.9km) || Umm Al Quwain Hospital (3.5km) || Sheikh Khalifa General Hospital (5.2km) || UAQ Specialized Dental Center (4.1km) (14.2km) || Al Qassimi Hospital (2.5km) || Zulekha Hospital Sharjah (2.5km) || NMC Royal Hospital Sharjah (2.5km) (45.3km),RAK Academy (2.5km) || GEMS Westminster School RAK (2.5km) || Indian Public School (2.5km) (10.9km) || Emirates National School UAQ (3.2km) || Dubai Modern Education School (4.5km) || UAQ Indian School (5.1km) (14.2km) || Sharjah English School (2.5km) || GEMS Millennium School Sharjah (2.5km) || Victoria International School (2.5km) (45.3km),Al Marjan Island (2.5km) || RAK Mall (2.5km) || Hayat Island Beach (2.5km) (10.9km) || Dreamland Aqua Park (2.5km) || UAQ Marine Club (3.0km) || Umm Al Quwain Beach (1.5km) (14.2km) || Sharjah Corniche (2.5km) || Al Majaz Waterfront (2.5km) || Sharjah Aquarium (2.5km) (45.3km)
75,2025-01-12 17:45:05.835412+00,ElTheDu1000075,The Highgrove,"Mohammed Bin Rashid City (MBR City), Dubai",25.18140645,55.32252381,5-10km: Saudi German Hospital (6.38km) || Dubai Hospital (6.38km) || Al Zahra Hospital (6.59km) || Medcare Hospital (6.59km) || NMC Royal Hospital (6.93km) || Mediclinic City Hospital (6.94km) || Aster Hospital (7.87km) || Iranian Hospital Dubai (8.14km) || Rashid Hospital (8.14km) (0.3km) || 5-10km: Saudi German Hospital (6.65km) || Dubai Hospital (6.65km) || NMC Royal Hospital (7.13km) || Al Zahra Hospital (7.17km) || Medcare Hospital (7.17km) || Mediclinic City Hospital (7.52km) || Aster Hospital (8.04km) || Iranian Hospital Dubai (8.67km) || Rashid Hospital (8.67km) (0.5km) || 5-10km: Saudi German Hospital (6.65km) || Dubai Hospital (6.65km) || NMC Royal Hospital (7.1km) || Al Zahra Hospital (7.28km) || Medcare Hospital (7.28km) || Mediclinic City Hospital (7.63km) || Aster Hospital (8.01km) || Iranian Hospital Dubai (8.75km) || Rashid Hospital (8.75km) (0.5km),Hartland International School (0.88km) || 5-10km: Dubai International School (6.38km) || GEMS Modern Academy (6.38km) || Kings School Dubai (6.59km) || GEMS Wellington International School (7.08km) || Repton School Dubai (7.08km) || Dubai English Speaking School (8.24km) (0.3km) || Hartland International School (0.34km) || 5-10km: Dubai International School (6.65km) || GEMS Modern Academy (6.65km) || Kings School Dubai (7.16km) || GEMS Wellington International School (7.66km) || Repton School Dubai (7.66km) || Dubai English Speaking School (8.74km) (0.5km) || Hartland International School (0.2km) || 5-10km: Dubai International School (6.65km) || GEMS Modern Academy (6.65km) || Kings School Dubai (7.28km) || GEMS Wellington International School (7.77km) || Repton School Dubai (7.77km) || Dubai English Speaking School (8.81km) (0.5km),Dubai Opera (4.78km) || Dubai Mall (4.95km) || Burj Khalifa (4.95km) || 5-10km: Dubai Creek (5.65km) || Dubai Festival City Mall (5.68km) || Dubai Frame (6.45km) (0.3km) || 5-10km: Dubai Opera (5.36km) || Dubai Mall (5.53km) || Burj Khalifa (5.53km) || Dubai Festival City Mall (5.62km) || Dubai Creek (6.22km) || Dubai Frame (6.84km) (0.5km) || 5-10km: Dubai Opera (5.48km) || Dubai Festival City Mall (5.54km) || Dubai Mall (5.65km) || Burj Khalifa (5.65km) || Dubai Creek (6.34km) || Dubai Frame (6.87km) (0.5km)
76,2025-01-12 17:45:05.835412+00,EmTheDu1000076,The Hillgate,"Silicon Oasis, Dubai",25.11133317,55.38342928,Mediclinic City Hospital (4.5km) || Iranian Hospital (5.2km) || Al Zahra Hospital (5.8km) (7.7km) || 5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) (9.3km) || 5-10km: Saudi German Hospital (6.64km) || Dubai Hospital (6.64km) || NMC Royal Hospital (7.06km) || Al Zahra Hospital (7.44km) || Medcare Hospital (7.44km) || Mediclinic City Hospital (7.79km) || Aster Hospital (7.96km) || Iranian Hospital Dubai (8.87km) || Rashid Hospital (8.87km) (9.3km),Repton School Dubai (3.5km) || GEMS Wellington Academy (4.2km) || Kings School Dubai (4.8km) (7.7km) || Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) (9.3km) || Hartland International School (0.0km) || 5-10km: Dubai International School (6.64km) || GEMS Modern Academy (6.64km) || Kings School Dubai (7.44km) || GEMS Wellington International School (7.92km) || Repton School Dubai (7.92km) || Dubai English Speaking School (8.9km) (9.3km),Meydan Racecourse (2.5km) || Nad Al Sheba Sports Complex (2.0km) || Meydan One Mall (3.5km) (7.7km) || Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) (9.3km) || 5-10km: Dubai Festival City Mall (5.42km) || Dubai Opera (5.66km) || Dubai Mall (5.82km) || Burj Khalifa (5.82km) || Dubai Creek (6.49km) || Dubai Frame (6.91km) (9.3km)
77,2025-01-12 17:45:05.835412+00,EmTerDu1000077,Terra Heights,"Expo Living, Dubai",24.97132959,55.14607852,Mediclinic Parkview Hospital (3.5km) || Saudi German Hospital (4.2km) || NMC Royal Hospital (5.0km) (6.9km) || Saudi German Hospital (2.0km) || Mediclinic Parkview Hospital (3.5km) || NMC Royal Hospital (3.0km) (11.0km) || Mediclinic Parkview Hospital (3.2km) || Saudi German Hospital (2.8km) || NMC Royal Hospital Marina (2.0km) (13.4km),GEMS FirstPoint School (2.5km) || Nord Anglia International School (3.2km) || GEMS United School (4.0km) (6.9km) || Emirates International School (1.5km) || GEMS Wellington Academy (2.5km) || Dubai British School (3.0km) (11.0km) || Emirates International School (2.5km) || Dubai College (3.5km) || GEMS Wellington Academy (4.0km) (13.4km),Earth Golf Course (0.5km) || Fire Golf Course (0.5km) || Dubai Sports City (3.0km) (6.9km) || JLT Park (0.5km) || Dubai Marina Mall (1.5km) || DMCC Metro Station (1.0km) || Almas Tower (1.0km) (11.0km) || Dubai Marina Mall (1.0km) || JBR Beach (1.5km) || Dubai Marina Walk (0.5km) || Bluewaters Island (2.0km) (13.4km)
78,2025-01-12 17:45:05.835412+00,EmAlaDu1000078,Alana,"The Valley, Dubai",25.00989443,55.45324814,Saudi German Hospital (4.5km) || NMC Royal Hospital (5.2km) || Canadian Specialist Hospital (6.0km) (1.3km) || Mediclinic City Hospital (4.5km) || Iranian Hospital (5.2km) || Al Zahra Hospital (5.8km) (20.0km) || 5-10km: Saudi German Hospital (6.77km) || Dubai Hospital (6.77km) || NMC Royal Hospital (7.23km) || Al Zahra Hospital (7.31km) || Medcare Hospital (7.31km) || Mediclinic City Hospital (7.66km) || Aster Hospital (8.15km) || Iranian Hospital Dubai (8.82km) || Rashid Hospital (8.82km) (22.6km),GEMS Modern Academy (3.5km) || Dubai International School (4.2km) || Kent College Dubai (4.8km) (1.3km) || Repton School Dubai (3.5km) || GEMS Wellington Academy (4.2km) || Kings School Dubai (4.8km) (20.0km) || Hartland International School (0.29km) || 5-10km: Dubai International School (6.77km) || GEMS Modern Academy (6.77km) || Kings School Dubai (7.3km) || GEMS Wellington International School (7.8km) || Repton School Dubai (7.8km) || Dubai English Speaking School (8.89km) (22.6km),Global Village (3.5km) || Dubai Miracle Garden (4.0km) || IMG Worlds of Adventure (4.5km) (1.3km) || Meydan Racecourse (2.5km) || Nad Al Sheba Sports Complex (2.0km) || Meydan One Mall (3.5km) (20.0km) || 5-10km: Dubai Opera (5.49km) || Dubai Mall (5.67km) || Burj Khalifa (5.67km) || Dubai Festival City Mall (5.68km) || Dubai Creek (6.37km) || Dubai Frame (6.98km) (22.6km)
79,2025-01-12 17:45:05.835412+00,EmAveDu1000079,Avena,"The Valley, Dubai",25.02109669,55.45513933,Saudi German Hospital (4.5km) || NMC Royal Hospital (5.2km) || Canadian Specialist Hospital (6.0km) (0.6km) || Mediclinic City Hospital (4.5km) || Iranian Hospital (5.2km) || Al Zahra Hospital (5.8km) (19.3km) || 5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) (21.6km),GEMS Modern Academy (3.5km) || Dubai International School (4.2km) || Kent College Dubai (4.8km) (0.6km) || Repton School Dubai (3.5km) || GEMS Wellington Academy (4.2km) || Kings School Dubai (4.8km) (19.3km) || Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) (21.6km),Global Village (3.5km) || Dubai Miracle Garden (4.0km) || IMG Worlds of Adventure (4.5km) (0.6km) || Meydan Racecourse (2.5km) || Nad Al Sheba Sports Complex (2.0km) || Meydan One Mall (3.5km) (19.3km) || Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) (21.6km)
80,2025-01-12 17:45:05.835412+00,EmAveDu1000080,Avena 2,"The Valley, Dubai",25.00971261,55.42578084,Saudi German Hospital (4.5km) || NMC Royal Hospital (5.2km) || Canadian Specialist Hospital (6.0km) (2.7km) || Mediclinic City Hospital (4.5km) || Iranian Hospital (5.2km) || Al Zahra Hospital (5.8km) (18.2km) || 5-10km: Saudi German Hospital (6.82km) || Dubai Hospital (6.82km) || Al Zahra Hospital (7.25km) || Medcare Hospital (7.25km) || NMC Royal Hospital (7.29km) || Mediclinic City Hospital (7.59km) || Aster Hospital (8.21km) || Iranian Hospital Dubai (8.79km) || Rashid Hospital (8.79km) (21.1km),GEMS Modern Academy (3.5km) || Dubai International School (4.2km) || Kent College Dubai (4.8km) (2.7km) || Repton School Dubai (3.5km) || GEMS Wellington Academy (4.2km) || Kings School Dubai (4.8km) (18.2km) || Hartland International School (0.41km) || 5-10km: Dubai International School (6.82km) || GEMS Modern Academy (6.82km) || Kings School Dubai (7.24km) || GEMS Wellington International School (7.74km) || Repton School Dubai (7.74km) || Dubai English Speaking School (8.87km) (21.1km),Global Village (3.5km) || Dubai Miracle Garden (4.0km) || IMG Worlds of Adventure (4.5km) (2.7km) || Meydan Racecourse (2.5km) || Nad Al Sheba Sports Complex (2.0km) || Meydan One Mall (3.5km) (18.2km) || 5-10km: Dubai Opera (5.41km) || Dubai Mall (5.6km) || Burj Khalifa (5.6km) || Dubai Festival City Mall (5.77km) || Dubai Creek (6.31km) || Dubai Frame (7.0km) (21.1km)
